"","ISS","Data_Wt","ESS"
"1",29,0.0386170565050425,1.11989463864623
"2",29,0.0386170565050425,1.11989463864623
"3",29,0.0386170565050425,1.11989463864623
"4",28,0.0386170565050425,1.08127758214119
"5",28,0.0386170565050425,1.08127758214119
"6",30,0.0386170565050425,1.15851169515127
"7",29,0.0386170565050425,1.11989463864623
"8",29,0.0386170565050425,1.11989463864623
"9",29,0.0386170565050425,1.11989463864623
"10",29,0.0386170565050425,1.11989463864623
"11",41,0.0386170565050425,1.58329931670674
"12",29,0.0386170565050425,1.11989463864623
"13",30,0.0386170565050425,1.15851169515127
"14",29,0.0386170565050425,1.11989463864623
"15",31,0.0386170565050425,1.19712875165632
"16",31,0.0386170565050425,1.19712875165632
"17",31,0.0386170565050425,1.19712875165632
"18",31,0.0386170565050425,1.19712875165632
"19",30,0.0386170565050425,1.15851169515127
"20",29,0.0386170565050425,1.11989463864623
"21",23,0.0386170565050425,0.888192299615977
"22",29,0.0386170565050425,1.11989463864623
"23",31,0.0386170565050425,1.19712875165632
"24",30,0.0386170565050425,1.15851169515127
"25",27,0.0386170565050425,1.04266052563615
"26",30,0.0386170565050425,1.15851169515127
