"","Comp_Type","Init_Weight","Final_Weight"
"1","LLF_Age_F",1,0.116700273569486
"2","LLF_Age_M",NA,NA
"3","LLS_Age_F",1,0.383209021626901
"4","LLS_Age_M",NA,NA
"5","JPN_LLS_Age_F",1,0.137325825714022
"6","JPN_LLS_Age_M",NA,NA
"7","LLF_Len_F",1,1.0022997996469
"8","LLF_Len_M",1,NA
"9","TF_Len_F",1,0.228674375981525
"10","TF_Len_M",1,NA
"11","LLS_Len_F",1,0.519513690654356
"12","LLS_Len_M",1,NA
"13","JPN_LLS_Len_F",1,0.393576968917728
"14","JPN_LLS_Len_M",1,NA
