"","ISS","Data_Wt","ESS"
"1",29,0.393576968917728,11.4137320986141
"2",32,0.393576968917728,12.5944630053673
"3",35,0.393576968917728,13.7751939121205
"4",49,0.393576968917728,19.2852714769687
"5",50,0.393576968917728,19.6788484458864
"6",65,0.393576968917728,25.5825029796523
"7",75,0.393576968917728,29.5182726688296
"8",75,0.393576968917728,29.5182726688296
"9",65,0.393576968917728,25.5825029796523
"10",70,0.393576968917728,27.5503878242409
"11",68,0.393576968917728,26.7632338864055
"12",53,0.393576968917728,20.8595793526396
"13",49,0.393576968917728,19.2852714769687
"14",53,0.393576968917728,20.8595793526396
"15",54,0.393576968917728,21.2531563215573
"16",52,0.393576968917728,20.4660023837219
