"","ISS","Data_Wt","ESS"
"1",28,0.228674375981525,6.40288252748269
"2",24,0.228674375981525,5.48818502355659
"3",22,0.228674375981525,5.03083627159354
"4",40,0.228674375981525,9.14697503926099
"5",26,0.228674375981525,5.94553377551964
"6",37,0.228674375981525,8.46095191131641
"7",38,0.228674375981525,8.68962628729794
"8",35,0.228674375981525,8.00360315935336
"9",32,0.228674375981525,7.31758003140879
"10",34,0.228674375981525,7.77492878337184
"11",40,0.228674375981525,9.14697503926099
"12",41,0.228674375981525,9.37564941524251
"13",37,0.228674375981525,8.46095191131641
"14",38,0.228674375981525,8.68962628729794
"15",32,0.228674375981525,7.31758003140879
"16",41,0.228674375981525,9.37564941524251
"17",47,0.228674375981525,10.7476956711317
"18",41,0.228674375981525,9.37564941524251
"19",100,0.228674375981525,22.8674375981525
"20",85,0.228674375981525,19.4373219584296
"21",75,0.228674375981525,17.1505781986143
"22",77,0.228674375981525,17.6079269505774
"23",74,0.228674375981525,16.9219038226328
