"","ISS","Data_Wt","ESS"
"1",66,0.10755992841887,7.09895527564542
"2",64,0.10755992841887,6.88383541880768
"3",62,0.10755992841887,6.66871556196994
"4",64,0.10755992841887,6.88383541880768
"5",65,0.10755992841887,6.99139534722655
"6",62,0.10755992841887,6.66871556196994
"7",61,0.10755992841887,6.56115563355107
"8",64,0.10755992841887,6.88383541880768
"9",61,0.10755992841887,6.56115563355107
"10",64,0.10755992841887,6.88383541880768
"11",50,0.10755992841887,5.3779964209435
"12",63,0.10755992841887,6.77627549038881
"13",64,0.10755992841887,6.88383541880768
"14",63,0.10755992841887,6.77627549038881
"15",66,0.10755992841887,7.09895527564542
"16",71,0.10755992841887,7.63675491773977
"17",73,0.10755992841887,7.85187477457751
"18",69,0.10755992841887,7.42163506090203
"19",63,0.10755992841887,6.77627549038881
"20",64,0.10755992841887,6.88383541880768
"21",75,0.10755992841887,8.06699463141525
"22",65,0.10755992841887,6.99139534722655
"23",67,0.10755992841887,7.20651520406429
"24",63,0.10755992841887,6.77627549038881
"25",56,0.10755992841887,6.02335599145672
"26",63,0.10755992841887,6.77627549038881
