"","ISS","Data_Wt","ESS"
"1",29,0.344480798815243,9.98994316564206
"2",32,0.344480798815243,11.0233855620878
"3",35,0.344480798815243,12.0568279585335
"4",49,0.344480798815243,16.8795591419469
"5",50,0.344480798815243,17.2240399407622
"6",65,0.344480798815243,22.3912519229908
"7",75,0.344480798815243,25.8360599111433
"8",75,0.344480798815243,25.8360599111433
"9",65,0.344480798815243,22.3912519229908
"10",70,0.344480798815243,24.113655917067
"11",68,0.344480798815243,23.4246943194366
"12",53,0.344480798815243,18.2574823372079
"13",49,0.344480798815243,16.8795591419469
"14",53,0.344480798815243,18.2574823372079
"15",54,0.344480798815243,18.6019631360231
"16",52,0.344480798815243,17.9130015383927
