"","Comp_Type","Init_Weight","Final_Weight"
"1","GOA_LLF_Age_F",1,0.0404211058957888
"2","GOA_LLF_Age_M",1,NA
"3","BS_LLS_Age_F",1,0.438997235247751
"4","BS_LLS_Age_M",1,NA
"5","AI_LLS_Age_F",1,0.969455127156725
"6","AI_LLS_Age_M",1,NA
"7","GOA_LLS_Age_F",1,0.134893283779403
"8","GOA_LLS_Age_M",1,NA
"9","JPN_LLS_Age_F",1,0.174716835831381
"10","JPN_LLS_Age_M",1,NA
"11","TF_Len_F",1,0.144101465182009
"12","TF_Len_M",1,NA
"13","JPN_LLS_Len_F",1,0.344480798815243
"14","JPN_LLS_Len_M",1,NA
