"","ISS","Data_Wt","ESS"
"1",29,0.342902707914348,9.9441785295161
"2",32,0.342902707914348,10.9728866532591
"3",35,0.342902707914348,12.0015947770022
"4",49,0.342902707914348,16.8022326878031
"5",50,0.342902707914348,17.1451353957174
"6",65,0.342902707914348,22.2886760144326
"7",75,0.342902707914348,25.7177030935761
"8",75,0.342902707914348,25.7177030935761
"9",65,0.342902707914348,22.2886760144326
"10",70,0.342902707914348,24.0031895540044
"11",68,0.342902707914348,23.3173841381757
"12",53,0.342902707914348,18.1738435194605
"13",49,0.342902707914348,16.8022326878031
"14",53,0.342902707914348,18.1738435194605
"15",54,0.342902707914348,18.5167462273748
"16",52,0.342902707914348,17.8309408115461
