"","Comp_Type","Init_Weight","Final_Weight"
"1","LLF_Age_F",1,0.116370490337018
"2","LLF_Age_M",NA,NA
"3","LLS_Age_F",1,0.383694511209248
"4","LLS_Age_M",NA,NA
"5","JPN_LLS_Age_F",1,0.142089020972749
"6","JPN_LLS_Age_M",NA,NA
"7","LLF_Len_F",1,0.819411290090655
"8","LLF_Len_M",1,NA
"9","TF_Len_F",1,0.241443387800785
"10","TF_Len_M",1,NA
"11","LLS_Len_F",1,0.522629030459873
"12","LLS_Len_M",1,NA
"13","JPN_LLS_Len_F",1,0.401315416965044
"14","JPN_LLS_Len_M",1,NA
