"","ISS","Data_Wt","ESS"
"1",82,0.296938504017554,24.3489573294395
"2",95,0.296938504017554,28.2091578816677
"3",68,0.296938504017554,20.1918182731937
"4",68,0.296938504017554,20.1918182731937
"5",71,0.296938504017554,21.0826337852464
"6",66,0.296938504017554,19.5979412651586
"7",73,0.296938504017554,21.6765107932815
"8",78,0.296938504017554,23.1612033133692
"9",74,0.296938504017554,21.973449297299
"10",75,0.296938504017554,22.2703878013166
"11",73,0.296938504017554,21.6765107932815
"12",70,0.296938504017554,20.7856952812288
"13",76,0.296938504017554,22.5673263053341
"14",84,0.296938504017554,24.9428343374746
"15",85,0.296938504017554,25.2397728414921
"16",85,0.296938504017554,25.2397728414921
"17",78,0.296938504017554,23.1612033133692
"18",79,0.296938504017554,23.4581418173868
"19",87,0.296938504017554,25.8336498495272
"20",100,0.296938504017554,29.6938504017554
"21",76,0.296938504017554,22.5673263053341
"22",75,0.296938504017554,22.2703878013166
"23",75,0.296938504017554,22.2703878013166
"24",73,0.296938504017554,21.6765107932815
"25",75,0.296938504017554,22.2703878013166
"26",74,0.296938504017554,21.973449297299
"27",75,0.296938504017554,22.2703878013166
"28",70,0.296938504017554,20.7856952812288
