"","ISS","Data_Wt","ESS"
"1",29,0.328445770117099,9.52492733339587
"2",32,0.328445770117099,10.5102646437472
"3",35,0.328445770117099,11.4956019540985
"4",49,0.328445770117099,16.0938427357379
"5",50,0.328445770117099,16.422288505855
"6",65,0.328445770117099,21.3489750576114
"7",75,0.328445770117099,24.6334327587824
"8",75,0.328445770117099,24.6334327587824
"9",65,0.328445770117099,21.3489750576114
"10",70,0.328445770117099,22.9912039081969
"11",68,0.328445770117099,22.3343123679627
"12",53,0.328445770117099,17.4076258162063
"13",49,0.328445770117099,16.0938427357379
"14",53,0.328445770117099,17.4076258162063
"15",54,0.328445770117099,17.7360715863234
"16",52,0.328445770117099,17.0791800460892
