"","Comp_Type","Init_Weight","Final_Weight"
"1","LLF_Age_F",1,0.850963294083834
"2","LLF_Age_M",NA,NA
"3","LLS_Age_F",1,3.33103175879977
"4","LLS_Age_M",NA,NA
"5","JPN_LLS_Age_F",1,0.651677187952561
"6","JPN_LLS_Age_M",NA,NA
"7","LLF_Len_F",1,3.08713022302462
"8","LLF_Len_M",1,NA
"9","TF_Len_F",1,0.354918517908193
"10","TF_Len_M",1,NA
"11","LLS_Len_F",1,2.8602900015529
"12","LLS_Len_M",1,NA
"13","JPN_LLS_Len_F",1,0.825853268996292
"14","JPN_LLS_Len_M",1,NA
