"","Comp_Type","Init_Weight","Final_Weight"
"1","GOA_LLF_Age_F",1,0.0418806023415315
"2","GOA_LLF_Age_M",1,NA
"3","BS_LLS_Age_F",1,0.511671780769664
"4","BS_LLS_Age_M",1,NA
"5","AI_LLS_Age_F",1,1.9113994839545
"6","AI_LLS_Age_M",1,NA
"7","GOA_LLS_Age_F",1,0.293771558601086
"8","GOA_LLS_Age_M",1,NA
"9","JPN_LLS_Age_F",1,0.183997126363583
"10","JPN_LLS_Age_M",1,NA
"11","TF_Len_F",1,0.143776261719773
"12","TF_Len_M",1,NA
"13","JPN_LLS_Len_F",1,0.329163309351658
"14","JPN_LLS_Len_M",1,NA
