"","ISS","Data_Wt","ESS"
"1",36,0.540196932700294,19.4470895772106
"2",33,0.540196932700294,17.8264987791097
"3",44,0.540196932700294,23.7686650388129
"4",31,0.540196932700294,16.7461049137091
"5",42,0.540196932700294,22.6882711734124
"6",41,0.540196932700294,22.1480742407121
"7",33,0.540196932700294,17.8264987791097
"8",31,0.540196932700294,16.7461049137091
"9",37,0.540196932700294,19.9872865099109
"10",28,0.540196932700294,15.1255141156082
"11",42,0.540196932700294,22.6882711734124
"12",42,0.540196932700294,22.6882711734124
"13",42,0.540196932700294,22.6882711734124
"14",42,0.540196932700294,22.6882711734124
