"","Comp_Type","Init_Weight","Final_Weight"
"1","LLF_Age_F",1,0.112730431261402
"2","LLF_Age_M",NA,NA
"3","LLS_Age_F",1,0.318928847304213
"4","LLS_Age_M",NA,NA
"5","JPN_LLS_Age_F",1,0.162632657179783
"6","JPN_LLS_Age_M",NA,NA
"7","TF_Len_F",1,0.244245457588358
"8","TF_Len_M",1,NA
"9","JPN_LLS_Len_F",1,0.34449322738011
"10","JPN_LLS_Len_M",1,NA
